source,target,letters,source_gender,target_gender
"Adams, John","Lincoln, Benjamin",12,M,M
"Washington, George","Parker, Daniel",12,M,M
"Hawkins, Benjamin","Madison, James",12,M,M
"Thulemeier, Friedrich Wilhelm Baron von","Adams, John",12,M,M
"Williamson, Hugh","Washington, George",12,M,M
"Washington, George","Hooe, Robert Townsend",12,M,M
"Washington, George","Randolph, Beverley",12,M,M
"Washington, George","Hartshorne, William",12,M,M
"Morellet, Abbé","Jefferson, Thomas",12,M,M
"Washington, George","Keith, James",12,M,M
"Smith, William","Adams, John",12,M,M
"Vergennes, Charles Gravier comte de","Jefferson, Thomas",12,M,M
"Stockdale, John","Jefferson, Thomas",12,M,M
"Madison, Ambrose","Madison, James",12,M,M
"Campbell, Arthur","Madison, James",12,M,M
"Barclay, Thomas","American Peace Commissioners,",12,M,M
"Jefferson, Thomas","Paradise, John",12,M,M
"Brissot de Warville, Jacques Pierre","Jefferson, Thomas",12,M,M
"Jefferson, Thomas","Vaughan, Benjamin",12,M,M
"Moustier, Elénore François Elie Comte de","Washington, George",12,F,M
"Jefferson, Thomas","Church, Angelica Schuyler",12,M,F
"Shippen, Thomas Lee","Jefferson, Thomas",12,M,M
"Brown, John","Jefferson, Thomas",12,M,M
"Strode, John","Madison, James",12,M,M
"Madison, James","Peters, Richard",12,M,M
"Walker, Benjamin","Hamilton, Alexander",12,M,M
"Ogden, John C.","Washington, George",12,M,M
"Pinckney, Charles","Washington, George",12,M,M
"Daves, John","Hamilton, Alexander",12,M,M
"Randolph, David Meade","Jefferson, Thomas",12,M,M
"Hamilton, Alexander","Cochran, John",12,M,M
"Stagg, John Jr.","Lear, Tobias",12,M,M
"Hamilton, Alexander","Carrington, Edward",12,M,M
"Jefferson, Thomas","Sullivan, James",12,M,M
"Hamilton, Alexander","Ternant, Jean Baptiste",12,M,M
"Sinclair, John","Adams, John",12,M,M
"Simpson, James","Jefferson, Thomas",12,M,M
"Jefferson, Thomas","Edwards, Enoch",12,M,M
"Bradford, William","Hamilton, Alexander",12,M,M
"Montgomery, John","Madison, James",12,M,M
"Jefferson, Thomas","Volney, Constantin François Chasseboeuf Comte de",12,M,M
"Adams, John","Malcom, Samuel B.",12,M,M
"Galloway, Benjamin","Jefferson, Thomas",12,M,M
"Guest, Henry","Adams, John",12,M,M
"Ingersoll, George","Hamilton, Alexander",12,M,M
"Hamilton, Alexander","Rivardi, John J. U.",12,M,M
"Bradley, Daniel","Hamilton, Alexander",12,M,M
"Griffith, Elijah","Jefferson, Thomas",12,M,M
"Hamilton, Alexander","Eddins, Samuel",12,M,M
"Livingston, Edward","Jefferson, Thomas",12,M,M
"Taylor, William","Madison, James",12,M,M
"Blakeley, Josiah","Madison, James",12,M,M
"Jefferson, Thomas","Claxton, Thomas",12,M,M
"Smith, John","Madison, James",12,M,M
"Davis, John","Jefferson, Thomas",12,M,M
"Cheetham, James","Jefferson, Thomas",12,M,M
"Gore, Christopher","Madison, James",12,M,M
"Eustis, William","Jefferson, Thomas",12,M,M
"Navoni, Francois de","Madison, James",12,M,M
"Briggs, Isaac","Madison, James",12,M,M
"Jefferson, Thomas","Bollmann, Justus Erich",12,M,M
"Jefferson, Thomas","Crowninshield, Jacob",12,M,M
"Blackledge, William","Madison, James",12,M,M
"Madison, James","Smith, Samuel",12,M,M
"Chouteau, Pierre","Jefferson, Thomas",12,M,M
"Morgan, Benjamin","Jefferson, Thomas",12,M,M
"Price, Chandler","Jefferson, Thomas",12,M,M
"Horst, Elias Vander","Madison, James",12,M,M
"Bates, Frederick","Madison, James",12,M,M
"Carr, Dabney","Jefferson, Thomas",12,M,M
"Jefferson, Thomas","Freeman, John Holmes",12,M,M
"Boylston, Ward Nicholas","Adams, John Quincy",12,M,M
"McCulloch, James H.","Jefferson, Thomas",12,M,M
"Rodney, Caesar Augustus","Madison, James",12,M,M
"Anderson, Joseph","Madison, James",12,M,M
"Jefferson, Thomas","Meriwether, William D.",12,M,M
"Lewis, Morgan","Madison, James",12,M,M
"Van Ness, John Peter","Madison, James",12,M,M
"Lehré, Thomas","Madison, James",12,M,M
"Fulton, Robert","Madison, James",12,M,M
"Logan, George","Madison, James",12,M,M
"Madison, James","Duponceau, Peter Stephen",12,M,M
"Willett, Marinus","Madison, James",12,M,M
"Jefferson, Thomas","Johnson, Chapman",12,M,M
"Waterhouse, Benjamin","Madison, James",12,M,M
"Ritchie, Thomas","Jefferson, Thomas",12,M,M
"McKenney, Thomas L.","Madison, James",12,M,M
"Jefferson, Thomas","Duponceau, Peter Stephen",12,M,M
"Smith, John Adams","Bentham, Jeremy",12,M,M
"Pini, Elisabetta Mazzei","Jefferson, Thomas",12,F,M
"Pini, Andrea","Jefferson, Thomas",12,F,M
"Jefferson, Thomas","Dodge, Joshua",12,M,M
"Hemings, John","Jefferson, Thomas",12,M,M
"Breckinridge, James","Jefferson, Thomas",12,M,M
"Jefferson, Thomas","Hatch, Frederick Winslow",12,M,M
"Kean, John V.","Jefferson, Thomas",12,M,M
"Allen, William","Madison, James",12,M,M
"Washington, George","Bell, David",11,M,M
"Washington, George","McKenzie, Robert",11,M,M
"Washington, George","Walker, Thomas",11,M,M
"Tayloe, John","Washington, George",11,M,M
"Franklin, Benjamin","Canton, John",11,M,M
"Washington, George","Didsbury, John",11,M,M
"Franklin, Benjamin","Colden, Alexander",11,M,M
"Marshall, Thomas Hanson","Washington, George",11,M,M
"Managers of the Pennsylvania Hospital,","Franklin, Benjamin",11,NA,M
"Franklin, Benjamin","Greene, Catharine",11,M,F
"Jefferson, Thomas","Preston, William",11,M,M
"Gilpin, Thomas","Franklin, Benjamin",11,M,M
"Walsh, John","Franklin, Benjamin",11,M,M
"Franklin, Benjamin","Priestley, Joseph",11,M,M
"Washington, George","Dunmore, John Murray fourth earl of",11,M,M
"Morellet, abbé André","Franklin, Benjamin",11,M,M
"Freneau, Philip","Madison, James",11,M,M
"Crawford, Valentine","Washington, George",11,M,M
"Adams, John","Palmer, Joseph",11,M,M
"Dodge, Richard","Washington, George",11,M,M
"Washington, George","Massachusetts Council,",11,M,M
"Washington, George","Woodhull, Nathaniel",11,M,M
"Parsons, Samuel Holden","Adams, John",11,M,M
"Adams, John","Greene, Nathanael",11,M,M
"Penet, Pierre","Franklin, Benjamin",11,M,M
"Gerry, Elbridge","Washington, George",11,M,M
"Washington, George","Rutledge, Edward",11,M,M
"Rutledge, Edward","Washington, George",11,M,M
"Caldwell, James","Washington, George",11,M,M
"Cochran, John","Washington, George",11,M,M
"Grand, Isaac-Jean-Georges-Jonas","Franklin, Benjamin",11,M,M
"Livingston, Robert R.","Hamilton, Alexander",11,M,M
"Gébelin, Antoine Court de","Franklin, Benjamin",11,M,M
"Washington, George","Lovell, James",11,M,M
"Nicholson, Samuel","American Commissioners,",11,M,M
"Nicholson, Samuel","Deane, Silas",11,M,M
"Nicholson, Samuel","Franklin, Benjamin",11,M,M
"Nicholson, Samuel","Lee, Arthur",11,M,M
"Hamilton, Alexander","Livingston, Robert R.",11,M,M
"Lee, William","American Commissioners,",11,M,M
"Lee, William","Lee, Arthur",11,M,M
"Franklin, Benjamin","Lovell, James",11,M,M
"Greene, Christopher","Washington, George",11,M,M
"Washington, George","Read, George",11,M,M
"Sherman, Isaac","Washington, George",11,M,M
"Washington, George","Lewis, George",11,M,M
"Washington, George","Lacey, John Jr.",11,M,M
"Washington, George","Taylor, John",11,M,M
"Fournier, Simon-Pierre le jeune","Franklin, Benjamin",11,M,M
"Franklin, Benjamin","Carmichael, William",11,M,M
"Gibson, George","Washington, George",11,M,M
"Arnoux, abbé","Franklin, Benjamin",11,M,M
"Ridley, Matthew","Adams, John",11,M,M
"Lloyd, Richard Bennett","Franklin, Benjamin",11,M,M
"Schweighauser, John Daniel","Adams, John",11,M,M
"Nixon, John","Washington, George",11,M,M
"Knyphausen, Wilhelm von","Washington, George",11,M,M
"Board of Trade,","Board of Trade,",11,NA,NA
"Huntington, Samuel","Adams, John",11,M,M
"Huntington, Samuel","Franklin, Benjamin",11,M,M
"Washington, George","The States,",11,M,M
"Dayton, Jonathan","Washington, George",11,M,M
"Jefferson, Thomas","Lawson, Robert",11,M,M
"Slaughter, George","Jefferson, Thomas",11,M,M
"Adams, John","Mazzei, Philip",11,M,M
"Lawson, Robert","Jefferson, Thomas",11,M,M
"Laurens, John","Franklin, Benjamin",11,M,M
"Gamble, Robert","Jefferson, Thomas",11,M,M
"Davies, William","Davies, William",11,M,M
"Washington, George","Villefranche de Genton, Jean-Louis-Ambroise chevalier de",11,M,M
"Washington, George","Carroll, Daniel",11,M,M
"Jefferson, Thomas","Morris, Robert",11,M,M
"Washington, George","Jackson, William",11,M,M
"Washington, George","L’Enfant, Pierre Charles",11,M,M
"Butler, Pierce","Washington, George",11,M,M
"Parker, Daniel","Washington, George",11,M,M
"Jefferson, Thomas","Hawkins, Benjamin",11,M,M
"Hawkins, Benjamin","Washington, George",11,M,M
"Webster, Noah","Madison, James",11,M,M
"Humphreys, David","Adams, John",11,M,M
"McCarty, William","Jefferson, Thomas",11,M,M
"Paradise, John","Jefferson, Thomas",11,M,M
"Jefferson, Thomas","Tessé, Adrienne Catherine de Noailles Comtesse de",11,M,F
"Madison, James","Dawson, John",11,M,M
"Jefferson, Thomas","Rutledge, Edward",11,M,M
"Jefferson, Thomas","Fenwick, Joseph",11,M,M
"Adams, John","Hollis, Thomas Brand",11,M,M
"Washington, George","Hanson, Samuel (of Samuel)",11,M,M
"Thoüin, André","Jefferson, Thomas",11,M,M
"Gates, Horatio","Madison, James",11,M,M
"Madison, James","Carroll, Daniel",11,M,M
"Randolph, Beverley","Madison, James",11,M,M
"Seagrove, James","Washington, George",11,M,M
"Jefferson, Thomas","Cutting, Nathaniel",11,M,M
"Hamilton, Alexander","Smith, Thomas",11,M,M
"Whipple, Oliver","Adams, John",11,M,M
"Jackson, William","Hamilton, Alexander",11,M,M
"Jefferson, Thomas","Steele, John",11,M,M
"Cabot, George","Hamilton, Alexander",11,M,M
"Jefferson, Thomas","Blount, William",11,M,M
"Edwards, Pierpont","Jefferson, Thomas",11,M,M
"Auldjo, Thomas","Jefferson, Thomas",11,M,M
"Pintard, John Marsden","Jefferson, Thomas",11,M,M
"L’Enfant, Pierre Charles","Hamilton, Alexander",11,M,M
"Dallas, Alexander J.","Jefferson, Thomas",11,M,M
"Carey, John","Jefferson, Thomas",11,M,M
"Adams, John","Anonymous,",11,M,M
"Moylan, Stephen","Hamilton, Alexander",11,M,M
"Madison, James","Joy, George",11,M,M
"Hamilton, Alexander","Purviance, Robert",11,M,M
"Sevier, John","Madison, James",11,M,M
"Jefferson, Thomas","Madison, Bishop James",11,M,M
"Washington, George","Cabinet,",11,M,M
"Howell, Joseph Jr.","Hamilton, Alexander",11,M,M
"Jefferson, Thomas","Richardson, Richard",11,M,M
"Hamilton, Alexander","Adlum, John",11,M,M
"Jefferson, Thomas","Dunbar, William",11,M,M
"Shaw, William Smith","Adams, John Quincy",11,M,M
"Smith, William Stephens","Smith, Abigail Amelia Adams",11,M,F
"Lyon, James","Jefferson, Thomas",11,M,M
"Leib, Michael","Jefferson, Thomas",11,M,M
"Bird, Savage and Bird","Madison, James",11,M,M
"Truxtun, Thomas","Jefferson, Thomas",11,M,M
"Cranch, William","Jefferson, Thomas",11,M,M
"Elmslie, John","Madison, James",11,M,M
"Caruthers, William","Jefferson, Thomas",11,M,M
"Madison, James","Rodney, Caesar A.",11,M,M
"Preston, Francis","Madison, James",11,M,M
"Jefferson, Thomas","Wagner, Jacob",11,M,M
"Granger, Gideon","Madison, James",11,M,M
"Jefferson, Thomas","Nicholson, Joseph H.",11,M,M
"Ross, James","Madison, James",11,M,M
"Madison, James","Simpson, James",11,M,M
"Madison, James","Hull, William",11,M,M
"Moore, Thomas","Jefferson, Thomas",11,M,M
"Jefferson, Thomas","Muhlenberg, J. P. G.",11,M,M
"Jefferson, Thomas","Armstrong, John",11,M,M
"Fitz, Gideon","Jefferson, Thomas",11,M,M
"Stevens, John","Madison, James",11,M,M
"Clark, William","Madison, James",11,M,M
"Newton, Thomas Jr.","Madison, James",11,M,M
"Shee, John","Jefferson, Thomas",11,M,M
"Mercer, John","Madison, James",11,M,M
"Adams, Thomas Boylston","Meredith, William",11,M,M
"Quincy, Josiah III","Adams, John Quincy",11,M,M
"Allen, Ira","Madison, James",11,M,M
"Sanford, Nathan","Madison, James",11,M,M
"Jefferson, Thomas","Burwell, William Armistead",11,M,M
"Stokely, John","Jefferson, Thomas",11,M,M
"Evans, Oliver","Jefferson, Thomas",11,M,M
"Roche, Christian","Jefferson, Thomas",11,M,M
"Madison, James","Patterson, Robert",11,M,M
"Madison, Dolley Payne Todd","Madison, James",11,F,M
"Fox, Robert Were","Madison, James",11,M,M
"Jefferson, Thomas","Shoemaker, Jonathan",11,M,M
"Niles, Hezekiah","Jefferson, Thomas",11,M,M
"Adams, John","Bentley, William",11,M,M
"Delaplaine, Joseph","Madison, James",11,M,M
"Morris, Anthony","Madison, James",11,M,M
"Gordon, Hendrick W.","Adams, John",11,M,M
"Rush, Julia Stockton","Adams, Abigail Smith",11,F,F
"Delaplaine, Joseph","Adams, John",11,M,M
"Adams, John","Delaplaine, Joseph",11,M,M
"Jefferson, Thomas","LeRoy, Bayard & Co.",11,M,M
"Mackay & Campbell,","Madison, James",11,M,M
"Madison, James","Gray, William F.",11,M,M
"Jefferson, Thomas","Dunglison, Robley",11,M,M
"Brockenbrough, Arthur S.","Madison, James",11,M,M
"Madison, James","Garrett, Alexander",11,M,M
"Johnson, Chapman","Madison, James",11,M,M
"Madison, James","Johnson, Chapman",11,M,M
"Madison, James","Grimké, Thomas S.",11,M,M
"Franklin, Benjamin","Franklin, John",10,M,M
"Franklin, Benjamin","Peters, Richard",10,M,M
"Washington, George","Innes, James",10,M,M
"Washington, George","Fairfax, Sarah Cary",10,M,F
"Walker, Thomas","Washington, George",10,M,M
"Franklin, Benjamin","Bartram, John",10,M,M
"Washington, George","St. Clair, John",10,M,M
"Washington, George","Smith, Charles",10,M,M
"Adams, John","Dalton, Tristram",10,M,M
"Gildart, James","Washington, George",10,M,M
"Franklin, Benjamin","Winthrop, John",10,M,M
"Stevenson, Margaret","Franklin, Benjamin",10,F,M
"Adams, John","Cushing, Thomas",10,M,M
"Roberdeau, Daniel","Franklin, Benjamin",10,M,M
"McCaul, Alexander","Jefferson, Thomas",10,M,M
"Managers of the Pennsylvania Hospital,","Barclay, David Junior",10,NA,M
"Managers of the Pennsylvania Hospital,","Fothergill, John",10,NA,M
"Madison, Rev. James","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Minor, John",10,M,M
"Washington, George","Lewis, Thomas",10,M,M
"Warren, James","Washington, George",10,M,M
"Thomas, John","Washington, George",10,M,M
"Franklin, Benjamin","Deane, Silas",10,M,M
"Woodhull, Nathaniel","Washington, George",10,M,M
"Washington, George","Tupper, Benjamin",10,M,M
"Sullivan, John","Adams, John",10,M,M
"Washington, George","Carter, Landon",10,M,M
"Greene, Nathanael","Adams, John",10,M,M
"Washington, George","Cheever, Ezekiel",10,M,M
"Franklin, Benjamin","Dickinson, John",10,M,M
"Schweighauser, John Daniel","Franklin, Benjamin",10,M,M
"Washington, George","Henley, David",10,M,M
"Spencer, Oliver","Washington, George",10,M,M
"Mason, David","Washington, George",10,M,M
"Washington, George","Gibbs, Caleb",10,M,M
"Butler, Zebulon","Washington, George",10,M,M
"Washington, George","Powell, Jeremiah",10,M,M
"Washington, George","Gist, Mordecai",10,M,M
"Pennsylvania Supreme Executive Council,","Washington, George",10,M,M
"Conway, Thomas","Washington, George",10,M,M
"Washington, George","Gill, John",10,M,M
"Hazelwood, John","Washington, George",10,M,M
"Craig, Charles","Washington, George",10,M,M
"Mentges, Francis","Washington, George",10,M,M
"Committee for Foreign Affairs,","Adams, John",10,M,M
"Ross, John","Adams, John",10,M,M
"Ross, John","American Commissioners,",10,M,M
"Ross, John","Lee, Arthur",10,M,M
"Vernon, William Sr.","Adams, John",10,M,M
"Vergennes, Charles Gravier comte de","First Joint Commission at Paris,",10,M,M
"Neilson, John","Washington, George",10,M,M
"Barber, Francis","Washington, George",10,M,M
"Washington, George","Lamb, John",10,M,M
"Austin, Jonathan Loring","Franklin, Benjamin",10,M,M
"Griffin, Cyrus","Jefferson, Thomas",10,M,M
"Washington, George","Steuben, Baron von",10,M,M
"Price, Richard","Adams, John",10,M,M
"Mason, George","Jefferson, Thomas",10,M,M
"Adams, John","Marchant, Henry",10,M,M
"Washington, George","Bowen, Jabez",10,M,M
"Washington, George","La Luzerne, Chevalier de",10,M,M
"Geismar, Baron von","Jefferson, Thomas",10,M,M
"Kalb, Frédéric baron de","Washington, George",10,M,M
"Washington, George","Committee of Cooperation,",10,M,NA
"Jefferson, Thomas","Nash, Abner",10,M,M
"Adams, John","Calkoen, Hendrik",10,M,M
"Capellen tot den Pol, Joan Derk Baron van der","Adams, John",10,M,M
"Vioménil, Antoine-Charles du Houx baron de","Washington, George",10,M,M
"Lauzun, Armand-Louis de Gontaut Biron duc de","Washington, George",10,M,M
"Crockett, Joseph","Jefferson, Thomas",10,M,M
"Senf, John Christian","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Auditors,",10,M,M
"Adams, John","La Vauguyon, Paul François de Quélen de Stuer de Causade Duc de",10,M,M
"Washington, George","Moylan, John",10,M,M
"White, Alexander","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Madison, Rev. James",10,M,M
"Campbell, Arthur","Washington, George",10,M,M
"House of Delegates,","Virginia Delegates,",10,NA,M
"Morris, Robert","Adams, John",10,M,M
"Le Mayeur, Jean-Pierre","Washington, George",10,M,M
"Willard, Joseph","Adams, John",10,M,M
"Jefferson, Thomas","Trist, Eliza House",10,M,F
"Trist, Eliza House","Jefferson, Thomas",10,F,M
"Jefferson, Thomas","Jones, Joseph",10,M,M
"Washington, George","Vaughan, Samuel",10,M,M
"Mandrillon, Joseph","Washington, George",10,M,M
"Jefferson, Thomas","Garvey, Anthony",10,M,M
"Hartshorne, William","Washington, George",10,M,M
"Keith, James","Washington, George",10,M,M
"Washington, George","Carey, Mathew",10,M,M
"Carey, Mathew","Washington, George",10,M,M
"Jefferson, Thomas","Hay, William",10,M,M
"Jefferson, Thomas","Nicolas & Jacob van Staphorst,",10,M,M
"King, Rufus","Jefferson, Thomas",10,M,M
"Livingston, Walter","Hamilton, Alexander",10,M,M
"Loreilhe, Zachariah","Jefferson, Thomas",10,M,M
"Washington, George","Moultrie, William",10,M,M
"Peters, Richard","Jefferson, Thomas",10,M,M
"Barrett, Nathaniel","Jefferson, Thomas",10,M,M
"Wakelin Welch & Son,","Washington, George",10,M,M
"Parent (Parant), M.","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Moustier, Elénore François Elie Comte de",10,M,F
"Church, Angelica Schuyler","Hamilton, Alexander",10,F,M
"Ast, Frederick William","Jefferson, Thomas",10,M,M
"Boudinot, Elias","Madison, James",10,M,M
"Stevens, Edward","Madison, James",10,M,M
"Governor of Virginia,","Madison, James",10,NA,M
"Adams, John","Belknap, Jeremy",10,M,M
"United States House of Representatives,","Washington, George",10,NA,M
"Ellicott, Andrew","Washington, George",10,M,M
"Fitzgerald, John","Hamilton, Alexander",10,M,M
"Randolph, Beverley","Hamilton, Alexander",10,M,M
"Hamilton, Alexander","FitzSimons, Thomas",10,M,M
"Thomas, Abishai","Hamilton, Alexander",10,M,M
"Deakins, Francis","Washington, George",10,M,M
"Smith, Daniel","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Lindsay, Adam",10,M,M
"Vall-travers, Rodolph (Rodolf)","Washington, George",10,M,M
"Washington, George","Pinckney, Thomas",10,M,M
"Taylor, George Jr.","Jefferson, Thomas",10,M,M
"Ross, David","Hamilton, Alexander",10,M,M
"Dandridge, Bartholomew Jr.","Jefferson, Thomas",10,M,M
"Dandridge, Bartholomew Jr.","Hamilton, Alexander",10,M,M
"Gill, John","Washington, George",10,M,M
"Madison, James","Adams, John",10,M,M
"Giles, William Branch","Madison, James",10,M,M
"Tazewell, Henry","Madison, James",10,M,M
"Lafayette, George Washington Motier","Washington, George",10,M,M
"Langdon, John","Madison, James",10,M,M
"Girard, Stephen","Madison, James",10,M,M
"Pickering, Timothy","Madison, James",10,M,M
"Wilkinson, James","Adams, John",10,M,M
"Jefferson, Thomas","Brown, Samuel",10,M,M
"Monroe, James","Adams, John",10,M,M
"Priestley, Joseph","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Mitchill, Samuel Latham",10,M,M
"Smith, Samuel Harrison","Madison, James",10,M,M
"Burr, Aaron","Madison, James",10,M,M
"Armstrong, John","Jefferson, Thomas",10,M,M
"Yrujo, Carlos Martínez de","Jefferson, Thomas",10,M,M
"Stoddert, Benjamin","Jefferson, Thomas",10,M,M
"Wheaton, Joseph","Adams, John",10,M,M
"Bryan, Samuel","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Gibson & Jefferson,",10,M,M
"Lenox, David","Madison, James",10,M,M
"Keteltas, William","Jefferson, Thomas",10,M,M
"Barnet, Isaac Cox","Jefferson, Thomas",10,M,M
"Holmes, Hugh","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Eustis, William",10,M,M
"Jefferson, Thomas","Voigt, Henry",10,M,M
"Blake, James","Madison, James",10,M,M
"Adams, John Quincy","Hellen, Walter",10,M,M
"Crowninshield, Jacob","Madison, James",10,M,M
"Jefferson, Thomas","Brent, Daniel",10,M,M
"Milledge, John","Jefferson, Thomas",10,M,M
"Madison, James","Skipwith, Fulwar",10,M,M
"Tiffin, Edward","Madison, James",10,M,M
"Madison, James","Clinton, DeWitt",10,M,M
"Madison, James","Clark, Daniel",10,M,M
"Madison, James","Muhlenberg, Peter",10,M,M
"Vail, Aaron","Madison, James",10,M,M
"Bradley, Abraham Jr.","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Lambert, William",10,M,M
"Rademaker, Joseph","Madison, James",10,M,M
"Boyd, Washington","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Ewell, Thomas Beale",10,M,M
"Barker, Jacob","Madison, James",10,M,M
"Adams, Abigail Smith","Adams, Ann Frances Harrod",10,F,F
"Jefferson, Thomas","Wood, John",10,M,M
"Madison, James","Newton, Thomas",10,M,M
"Maury, Thomas Walker","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","McCulloch, James H.",10,M,M
"Alston, Willis","Jefferson, Thomas",10,M,M
"Carswell, Samuel","Madison, James",10,M,M
"Plumer, William","Jefferson, Thomas",10,M,M
"Barry, Richard","Jefferson, Thomas",10,M,M
"Jefferson, Thomas","Morgan, Benjamin",10,M,M
"McGreggar, James","Madison, James",10,M,M
"Isaacs, David","Jefferson, Thomas",10,M,M
"Madison, James","United States Senate,",10,M,M
"Adams, John Quincy","Smith, William Steuben",10,M,M
"Coles, Isaac A.","Madison, James",10,M,M
"Jefferson, Thomas","Yancey, Charles",10,M,M
"Jefferson, Thomas","Darmsdatt, Joseph",10,M,M
"Madison, Robert Lewis","Madison, James",10,M,M
"Jefferson, Thomas","Minor, Lancelot",10,M,M
"Chapman, Reynolds","Madison, James",10,M,M
"Jefferson, Thomas","Goodman, Jeremiah Augustus",10,M,M
"Colman, Henry","Adams, John",10,M,M
"Adams, Abigail Smith","Rush, Julia Stockton",10,F,F
"Adams, Abigail Smith","Van der Kemp, François Adriaan",10,F,M
"Adams, Charles Francis","Adams, John Quincy",10,M,M
"Treadway, Susanna Boylston Adams Clark","Adams, Sarah Smith",10,F,F
"Van Buren, Martin","Madison, James",10,M,M
"LeRoy, Bayard & Co.","Jefferson, Thomas",10,M,M
"Walsh, Robert Jr.","Madison, James",10,M,M
"Barbour, John S.","Madison, James",10,M,M
"Bradford, Alden","Adams, John",10,M,M
"Adams, John","De Windt, Caroline Amelia Smith",10,M,F
"Featherstonhaugh, George William","Madison, James",10,M,M
"Madison, James","Featherstonhaugh, George William",10,M,M
"Madison, James","McKenney, Thomas L.",10,M,M
"Cummings, Jacob Abbot","Jefferson, Thomas",10,M,M
"Madison, James","Hassler, Ferdinand Rudolph",10,M,M
"Sprague, William Buell","Madison, James",10,M,M
